TYPEID,GROUPID,TYPENAME,MASS,VOLUME,CAPACITY,PORTIONSIZE,RACEID,BASEPRICE,PUBLISHED,MARKETGROUPID,CHANCEOFDUPLICATING
17686,86,Multifrequency XL,1,1,0,1,,4443296,1,503,0.07
17687,168,Multifrequency XL Blueprint,0,0.01,0,1,,40000000,1,599,0
17688,86,Radio XL,1,1,0,1,,3336522,1,503,0.07
17689,168,Radio XL Blueprint,0,0.01,0,1,,30000000,1,599,0
17690,86,Standard XL,1,1,0,1,,1391864,1,503,0.07
17691,168,Standard XL Blueprint,0,0.01,0,1,,12500000,1,599,0
17692,86,Ultraviolet XL,1,1,0,1,,1666464,1,503,0.07
17693,168,Ultraviolet XL Blueprint,0,0.01,0,1,,15000000,1,599,0
17694,86,Xray XL,1,1,0,1,,2779152,1,503,0.07
17695,168,Xray XL Blueprint,0,0.01,0,1,,25000000,1,599,0
17696,472,Old System Scanner,0,5,0,1,,0,0,,0.07
17701,473,Tracking Array,100000000,4000,0,1,,5000000,1,,0
17703,25,Imperial Navy Slicer,1003000,16500,130,1,4,323626,1,1366,0.07
17704,105,Imperial Navy Slicer Blueprint,0,0.01,0,1,,0,1,,0
17705,25,Khanid Navy Frigate,1450000,16500,130,1,1,314286,0,,0.07
17706,105,Khanid Navy Frigate Blueprint,0,0.01,0,1,,0,0,,0
17707,25,Mordus Frigate,1450000,16500,130,1,1,314286,0,,0.07
17708,105,Mordus Frigate Blueprint,0,0.01,0,1,,0,0,,0
17709,26,Omen Navy Issue,10850000,101000,400,1,4,9039438,1,1370,0.07
17710,106,Omen Navy Issue Blueprint,0,0.01,0,1,,0,1,,0
17713,26,Stabber Fleet Issue,10810000,101000,450,1,2,9371244,1,1370,0.07
17714,106,Stabber Fleet Issue Blueprint,0,0.01,0,1,,0,1,,0
17715,26,Gila,9600000,101000,440,1,1,8890704,1,1371,0.07
17716,106,Gila Blueprint,0,0.01,0,1,,0,1,,0
17718,26,Phantasm,9600000,101000,410,1,4,8890704,1,1371,0.07
17719,106,Phantasm Blueprint,0,0.01,0,1,,0,1,,0
17720,26,Cynabal,9047000,101000,400,1,2,8890704,1,1371,0.07
17721,106,Cynabal Blueprint,0,0.01,0,1,,0,1,,0
17722,26,Vigilant,9830000,101000,450,1,8,8890704,1,1371,0.07
17723,106,Vigilant Blueprint,0,0.01,0,1,,0,1,,0
17726,27,Apocalypse Navy Issue,97100000,495000,625,1,4,148740156,1,1379,0.07
17727,107,Apocalypse Navy Issue Blueprint,0,0.01,0,1,,0,1,,0
17728,27,Megathron Navy Issue,98400000,486000,650,1,8,151502552,1,1379,0.07
17729,107,Megathron Navy Issue Blueprint,0,0.01,0,1,,0,1,,0
17732,27,Tempest Fleet Issue,103300000,486000,650,1,2,150717740,1,1379,0.07
17733,107,Tempest Fleet Issue Blueprint,0,0.01,0,1,,0,1,,0
17736,27,Nightmare,99300000,486000,665,1,4,120828654,1,1380,0.07
17737,107,Nightmare Blueprint,0,0.01,0,1,,0,1,,0
17738,27,Machariel,94680000,595000,665,1,2,120828654,1,1380,0.07
17739,107,Machariel Blueprint,0,0.01,0,1,,0,1,,0
17740,27,Vindicator,105200000,486000,665,1,8,120828654,1,1380,0.07
17741,107,Vindicator Blueprint,0,0.01,0,1,,0,1,,0
17742,818,Uleen Bloodsworn,2860000,28600,235,1,4,0,0,,0.07
17743,370,Uleen Bloodsworn's Tag,1,0.1,0,1,,0,1,750,0
17744,821,Purple Particle Research Patrol,19000000,19000000,120,1,2,0,0,,0
17745,821,General Hixous Puxley,19000000,19000000,120,1,2,0,0,,0
17746,821,Supply Headman,19000000,19000000,120,1,2,0,0,,0
17747,494,Docked & Loaded Mammoth,100000,100000000,10000,1,2,0,0,,0
17748,494,Megathron under frantic repair,100000,100000000,10000,1,,0,0,,0
17749,821,The Antimatter Channeler,19000000,19000000,120,1,2,0,0,,0
17754,283,Activists,400,1,0,1,,0,1,754,0
17755,314,Pro-Trade Pamphlets,1,0.1,0,1,,0,1,754,0
17756,314,Virgin Forest Pulp,1000,2,0,1,,0,1,754,0
17757,314,Bronze Sculpture,100,5,0,1,,0,1,,0
17759,314,Silver Sculpture,100,5,0,1,,0,1,,0
17761,314,Gold Sculpture,100,5,0,1,,0,1,,0
17763,319,Powerful EM Forcefield,100000,100000000,10000,1,,0,0,,0
17764,404,Ultra Fast Silo,100000000,1150,8850,1,,2819328,0,,0
17765,283,"Exotic Dancers, Female",50,1,0,1,,0,1,23,0
17767,283,Kameiras,90,1,0,1,,50000,1,23,0
17769,428,Fluxed Condensates,0,1,0,1,,512,1,500,0
17770,426,Large AutoCannon Battery,50000000,5000,2500,1,,10000000,1,594,0
17771,426,Medium AutoCannon Battery,50000000,1000,1000,1,2,2000000,1,594,0
17772,426,Small AutoCannon Battery,50000000,500,750,1,2,400000,1,594,0
17773,417,Citadel Torpedo Battery,50000000,5000,4500,1,,12500000,1,479,0
17774,9,Ice Field,1E+35,1,0,1,,0,0,,0
17775,319,Starbase Major Assembly Array,100000,100000000,10000,1,2,0,0,,0
17776,319,Starbase Minor Assembly Array,100000,100000000,10000,1,,0,0,,0
17777,319,Amarr Starbase Control Tower,100000,100000000,10000,1,4,0,0,,0
17778,319,Caldari Starbase Control Tower,100000,1150,8850,1,1,0,0,,0
17779,319,Gallente Starbase Control Tower,100000,1150,8850,1,8,0,0,,0
17780,319,Minmatar Starbase Control Tower,100000,1150,8850,1,2,0,0,,0
17781,319,Starbase Hangar,100000,1150,8850,1,,0,0,,0
17782,319,Starbase Ion Field Projection Battery,100,100,0,1,,0,0,,0
17783,319,Starbase Force Field Array,100,100,0,1,,0,0,,0
17784,319,Starbase Auxiliary Power Array,100,100,0,1,,0,0,,0
17785,319,Starbase Reactor Array,1000000,1150,1,1,,0,0,,0
17786,319,Starbase Shield Generator,1,1,0,1,,0,0,,0
17787,319,Starbase Storage Facility,1000000,1150,8850,1,,0,0,,0
17788,319,Starbase Moon Harvester,1000000,1150,8850,1,,0,0,,0
17789,319,Starbase Medium Refinery,1000000,1150,8850,1,,0,0,,0
17790,319,Starbase Minor Refinery,1000000,1150,8850,1,,0,0,,0
17791,283,Freedom Fighters,400,2,0,1,,0,1,23,0
17793,314,Amarr TIL-1 Nexus Chip,1,0.1,0,1,,8000000,1,738,0
17794,314,Amarr KIU-1 Nexus Chip,1,0.1,0,1,,2000000,1,738,0
17795,314,Amarr MIY-1 Nexus Chip,1,0.1,0,1,,500000,1,738,0
17796,283,Elite Slaves,300,1,0,1,,4000,1,23,0
17798,496,Dented Cask,10000,1200,1000,1,,0,0,,0
17799,494,Non-Secured Asteroid Colony,100000,100000000,10000,1,,0,0,,0
17800,819,Retired Mining Veteran,1612000,16120,80,1,1,0,0,,0
17801,409,Akori's Insignia,0.1,0.1,0,1,1,0,1,,0
17802,409,Ibrahim's Insignia,0.1,0.1,0,1,4,0,1,,0
17803,409,Karothas's Insignia,0.1,0.1,0,1,1,0,1,,0
17812,25,Republic Fleet Firetail,1098000,16500,135,1,2,327580,1,1366,0.07
17813,105,Republic Fleet Firetail Blueprint,0,0.01,0,1,,0,1,,0
17814,314,Minmatar UUC Nexus Chip,1,0.1,0,1,,8000000,1,738,0
17815,314,Minmatar UUA Nexus Chip,1,0.1,0,1,,500000,1,738,0
17816,314,Minmatar UUB Nexus Chip,1,0.1,0,1,,2000000,1,738,0
17817,409,Genom Tara's Insignia,0.1,0.1,0,1,2,0,1,737,0
17818,494,Serpentis Supply Stronghold,100000,100000000,10000,1,8,0,0,,0
17820,494,Supply Traffic Management,100000,100000000,10000,1,8,0,0,,0
17821,494,Slaver Rig Control Tower,100000,100000000,10000,1,4,0,0,,0
17822,494,Staff Quarters,100000,100000000,10000,1,,0,0,,0
17823,820,Serpentis Chief of Security,11200000,112000,480,1,8,0,0,,0
17824,820,Serpentis Refinery Headmaster,11600000,116000,900,1,8,0,0,,0
17826,474,Traffic Management Passkey,1,0.1,0,1,,0,1,,0
17827,474,Serpentis Staff Passcard,1,0.1,0,1,,0,1,,0
17828,474,Security Corridor Pass,1,0.1,0,1,,0,1,,0
17829,474,Headmaster Administration Keycard,1,0.1,0,1,,0,1,,0
17830,474,Inner Sanctum Passcard,1,0.1,0,1,,0,1,,0
17831,366,Acceleration Gate,100000,0,0,1,,0,0,,0
17832,328,Federation Navy Armor EM Hardener,1,5,0,1,,221594,1,1681,0.07
17833,348,Federation Navy Armor EM Hardener Blueprint,0,0.01,0,1,,0,1,,0
17834,328,Federation Navy Armor Explosive Hardener,1,5,0,1,,387528,1,1680,0.07
17835,348,Federation Navy Armor Explosive Hardener Blueprint,0,0.01,0,1,,0,1,,0
17836,328,Federation Navy Armor Kinetic Hardener,1,5,0,1,,332564,1,1679,0.07
17837,348,Federation Navy Armor Kinetic Hardener Blueprint,0,0.01,0,1,,0,1,,0
17838,328,Federation Navy Armor Thermic Hardener,1,5,0,1,,277634,1,1678,0.07
17839,348,Federation Navy Armor Thermic Hardener Blueprint,0,0.01,0,1,,0,1,,0
17840,314,Zor's DNA,1,0.1,0,1,,0,1,752,0
17841,25,Federation Navy Comet,970000,16500,145,1,8,333272,1,1366,0.07
17842,105,Federation Navy Comet Blueprint,0,0.01,0,1,,0,1,,0
17843,26,Vexor Navy Issue,11310000,112000,460,1,8,9184278,1,1370,0.07
17844,106,Vexor Navy Issue Blueprint,0,0.01,0,1,,0,1,,0
17846,818,Lazarus Trezun,2650000,26500,235,1,8,0,0,,0.07
17847,370,Lazarus's Tag,1,0.1,0,1,,0,1,750,0
17848,314,Gallente Gamma Nexus Chip,1,0.1,0,1,,500000,1,738,0
17849,314,Gallente Beta Nexus Chip,1,0.1,0,1,,2000000,1,738,0
17850,314,Gallente Alpha Nexus Chip,1,0.1,0,1,,8000000,1,738,0
17851,816,Faramon Zaccori,17500000,1140000,480,1,8,0,0,,0
17852,370,Faramon's Tag,1,0.1,0,1,,0,1,750,0
17853,474,Crimson Hand Level 3 Passcard,1,0.1,0,1,,0,1,,0
17854,474,Crimson Hand Level 1 Passcard,1,0.1,0,1,,0,1,,0
17855,474,Crimson Hand Level 2 Passcard,1,0.1,0,1,,0,1,,0
17856,474,Crimson Hand Level 4 Passcard,1,0.1,0,1,,0,1,,0
17857,476,Mjolnir Citadel Torpedo,1500,0.3,0,100,,386168,1,1193,0.07
17858,166,Mjolnir Citadel Torpedo Blueprint,1,0.01,0,1,,100000000,1,617,0
17859,476,Scourge Citadel Torpedo,1500,0.3,0,100,,332424,1,1193,0.07
17860,166,Scourge Citadel Torpedo Blueprint,1,0.01,0,1,,80000000,1,617,0
17861,476,Inferno Citadel Torpedo,1500,0.3,0,100,,360746,1,1193,0.07
17862,166,Inferno Citadel Torpedo Blueprint,1,0.01,0,1,,90000000,1,617,0
17863,476,Nova Citadel Torpedo,1500,0.3,0,100,,278458,1,1193,0.07
17864,166,Nova Citadel Torpedo Blueprint,1,0.01,0,1,,70000000,1,617,0
17865,467,Iridescent Gneiss,1E+35,5,0,100,,207164,1,525,0
17866,467,Prismatic Gneiss,1E+35,5,0,100,,214972,1,525,0
17867,469,Silvery Omber,1E+35,0.6,0,100,,11858,1,526,0
17868,469,Golden Omber,1E+35,0.6,0,100,,12524,1,526,0
17869,468,Magma Mercoxit,1E+35,40,0,100,,10092544,1,530,0
17870,468,Vitreous Mercoxit,1E+35,40,0,100,,10584064,1,530,0
17871,738,Inherent Implants 'Noble' Remote Armor Repair Systems RA-703,0,1,0,1,,0,1,1515,0.05
17873,472,System Scanner I,0,5,0,1,,2222,0,,0.07
17874,478,System Scanner I Blueprint,0,0.01,0,1,,0,0,,0
17875,383,Sentinel Angel,1000,1000,1000,1,2,0,0,,0
17876,383,Sentinel Sansha,1000,1000,1000,1,4,0,0,,0
17877,383,Sentinel Serpentis,1000,1000,1000,1,8,0,0,,0
17878,383,Sentinel Chimera Strain Mother,1000,1000,1000,1,,0,0,,0
17879,383,Sentinel Jormungand Strain Mother,1000,1000,1000,1,,0,0,,0
17880,383,Sentinel Gallente,1000,1000,1000,1,,0,0,,0
17884,472,Recon System Scanner,0,5,0,1,,2222,0,,0.07
17885,478,Recon System Scanner Blueprint,0,0.01,0,1,,0,0,,0
17887,423,Oxygen Isotopes,0,0.1,0,1,,0,1,1033,0
17888,423,Nitrogen Isotopes,0,0.1,0,1,,0,1,1033,0
17889,423,Hydrogen Isotopes,0,0.1,0,1,,0,1,1033,0
17890,819,Serpentis Drugstore Overseer,2500000,25000,60,1,8,0,0,,0
17891,494,Gate Security,100000,100000000,10000,1,4,0,0,,0
17892,474,Drugdealer Passcard to Storage Area,1,0.1,0,1,,0,1,,0
17893,314,High-Tech Data Chip,1,0.01,0,1,4,10000,1,20,0
17894,314,High-Tech Scanner,2500,0.01,0,1,4,10000,1,20,0
17895,314,High-Tech Manufacturing Tools,10,0.01,0,1,4,10000,1,20,0.05
17897,314,High-Tech Small Arms,1,0.01,0,1,4,10000,1,20,0
17898,1040,High-Tech Transmitters,0,6,0,1,,10000,1,1336,0
17899,480,Stealth Emitter Array,100000000,4000,0,1,,100000,0,,0
17900,821,Crimson Lord,19500000,1150000,235,1,4,0,0,,0.07
17901,481,Scan Probe Launcher II,0,5,8,1,,0,0,,0.07
17902,918,Scan Probe Launcher II Blueprint,0,0.01,0,1,,0,0,,0
17903,819,Outpost Security Officer,2000000,20000,200,1,4,0,0,,0
17904,474,Sansha Outpost Securitycard,1,0.1,0,1,,0,1,,0
17905,474,Creo-Synchronization Pass,1,0.1,0,1,,0,1,,0
17906,474,Factory Gatekey,1,0.1,0,1,,0,1,,0
17907,474,Dented Cipher,1,0.1,0,1,,0,1,,0
17908,386,QA Cruise Missile,1250,0.001,0,100,,12500,0,,0.07
17910,474,Ruined Stargate Cipher,1,0.1,0,1,,0,1,,0
17911,474,Supply Ship Pass,1,0.1,0,1,,0,1,,0
17912,483,Modulated Strip Miner II,0,5,10,1,,4385072,1,1040,0.07
17913,490,Modulated Strip Miner II Blueprint,0,0.01,0,1,,0,1,,0
17916,474,Tritan's Forked Key,1,0.1,0,1,,0,1,,0
17917,818,Rogue Pirate Grunt,1740000,17400,220,1,2,0,0,,0
17918,27,Rattlesnake,99300000,486000,665,1,1,120828654,1,1380,0.07
17919,107,Rattlesnake Blueprint,0,0.01,0,1,,0,1,,0
17920,27,Bhaalgorn,97100000,486000,675,1,4,124997984,1,1380,0.07
17921,107,Bhaalgorn Blueprint,0,0.01,0,1,,0,1,,0
17922,26,Ashimmu,11010000,118000,430,1,4,9304558,1,1371,0.07
17923,106,Ashimmu Blueprint,0,0.01,0,1,,0,1,,0
17924,25,Succubus,965000,28600,135,1,4,320228,1,1365,0.07
17925,105,Succubus Blueprint,0,0.01,0,1,,0,1,,0
17926,25,Cruor,1003000,28600,135,1,4,320228,1,1365,0.07
17927,105,Cruor Blueprint,0,0.01,0,1,,0,1,,0
17928,25,Daredevil,823000,26500,140,1,8,312896,1,1365,0.07
17929,105,Daredevil Blueprint,0,0.01,0,1,,0,1,,0
17930,25,Worm,981000,16500,130,1,1,314286,1,1365,0.07
17931,105,Worm Blueprint,0,0.01,0,1,,0,1,,0
17932,25,Dramiel,950000,27289,130,1,2,309216,1,1365,0.07
17933,105,Dramiel Blueprint,0,0.01,0,1,,0,1,,0
17938,481,Core Probe Launcher I,0,5,0.8,1,,6670,1,712,0.07
17939,918,Core Probe Launcher I Blueprint,0,0.01,0,1,,60000,1,1198,0
17940,257,Mining Barge,0,0.01,0,1,,500000,1,377,0
17941,436,Caesarium Cadmide Reaction,0,1,0,1,,1000000,1,1850,0
17942,436,Carbon Polymers Reaction,0,1,0,1,,1000000,1,1850,0
17943,436,Ceramic Powder Reaction,0,1,0,1,,1000000,1,1850,0
17944,436,Crystallite Alloy Reaction,0,1,0,1,,1000000,1,1850,0
17945,436,Dysporite Reaction,0,1,0,1,,1000000,1,1850,0
17946,436,Fernite Alloy Reaction,0,1,0,1,,1000000,1,1850,0
17947,436,Ferrofluid Reaction,0,1,0,1,,1000000,1,1850,0
17948,436,Fluxed Condensates Reaction,0,1,0,1,,1000000,1,1850,0
17949,436,Hexite Reaction,0,1,0,1,,1000000,1,1850,0
17950,436,Hyperflurite Reaction,0,1,0,1,,1000000,1,1850,0
17951,436,Neo Mercurite Reaction,0,1,0,1,,1000000,1,1850,0
17952,436,Platinum Technite Reaction,0,1,0,1,,1000000,1,1850,0
17953,436,Rolled Tungsten Alloy Reaction,0,1,0,1,,1000000,1,1850,0
17954,436,Silicon Diborite Reaction,0,1,0,1,,1000000,1,1850,0
17955,436,Solerium Reaction,0,1,0,1,,1000000,1,1850,0
17956,436,Sulfuric Acid Reaction,0,1,0,1,,1000000,1,1850,0
17957,436,Titanium Chromide Reaction,0,1,0,1,,1000000,1,1850,0
17958,436,Vanadium Hafnite Reaction,0,1,0,1,,1000000,1,1850,0
17959,428,Vanadium Hafnite,0,1,0,1,,80,1,500,0
17960,428,Prometium,0,1,0,1,,320,1,500,0
17961,436,Prometium Reaction,0,1,0,1,,1000000,1,1850,0
17962,484,Titanium Carbide Reaction,0,1,0,1,,5000000,1,1851,0
17963,484,Crystalline Carbonide Reaction,0,1,0,1,,5000000,1,1851,0
17964,484,Fernite Carbide Reaction,0,1,0,1,,5000000,1,1851,0
17965,484,Tungsten Carbide Reaction,0,1,0,1,,5000000,1,1851,0
17966,484,Sylramic Fibers Reaction,0,1,0,1,,5000000,1,1851,0
17967,484,Fulleride Reaction,0,1,0,1,,5000000,1,1851,0
17968,484,Phenolic Composites Reaction,0,1,0,1,,5000000,1,1851,0
17969,484,Nanotransistors Reaction,0,1,0,1,,5000000,1,1851,0
17970,484,Hypersynaptic Fibers Reaction,0,1,0,1,,5000000,1,1851,0
17971,484,Ferrogel Reaction,0,1,0,1,,5000000,1,1851,0
17972,484,Fermionic Condensates Reaction,0,1,0,1,,5000000,1,1851,0
17973,821,Angel Cartel Jailor,19000000,19000000,120,1,2,0,0,,0.07
17974,474,Battlement Accesscard,1,0.1,0,1,,0,1,,0
17975,465,Thick Blue Ice,1000,1000,0,1,,160000,1,1855,0
17976,465,Pristine White Glaze,1000,1000,0,1,,160000,1,1855,0
17977,465,Smooth Glacial Mass,1000,1000,0,1,,160000,1,1855,0
17978,465,Enriched Clear Icicle,1000,1000,0,1,,643000,1,1855,0
17979,494,Scramble Wave Generator,1,1,0,1,,0,0,,0
17982,404,Coupling Array,100000000,4000,1500,1,,2500000,1,483,0
17983,474,Armorer Keycard,1,0.1,0,1,,0,1,,0
17984,474,The Repairer's Keycard,1,0.1,0,1,,0,1,,0
17985,474,Scratched and Dented Keycard,1,0.1,0,1,,0,1,,0
17986,474,Dusty Keycard,1,0.1,0,1,,0,1,,0
17987,474,Command Relay Key,1,0.1,0,1,,0,1,,0
17988,474,Gardan's Private Key,1,0.1,0,1,,0,1,,0
17989,474,Thorak's Private Key,1,0.1,0,1,,0,1,,0
17990,474,Security Cypher for Angel Prison,1,0.1,0,1,,0,1,,0
17991,474,9D Logic Keycard,1,0.1,0,1,,0,1,,0
17992,474,Puxley's 9D Pass,1,0.1,0,1,,0,1,,0
17993,495,Crimson Sentinel,1000,1000,1000,1,4,0,0,,0
17994,494,Assembly Management HQ,100000,100000000,10000,1,4,0,0,,0
17995,474,Stolen Passkey,1,0.1,0,1,,0,1,,0
17996,496,Crimson Hand Container,10000,27500,2700,1,,0,0,,0
17997,819,Blockade General Sade,1612000,16120,80,1,1,0,0,,0
17998,474,Sade's Pass,1,0.1,0,1,,0,1,,0
17999,409,Ammatar Navy Colonel Insignia I,0.1,0.1,0,1,4,500000,1,731,0
18000,383,Hive mother,1000,1000,1000,1,,0,0,,0
18001,383,Hive mother 2,1000,1000,1000,1,,0,0,,0
18004,819,Supply Station Manager,1612000,16120,80,1,1,0,0,,0
18012,319,Drone Bunker,100000,100000000,10000,1,,0,0,,0
18013,319,Drone Elevator,100000,100000000,10000,1,,0,0,,0
18014,319,Drone Junction,100000,100000000,10000,1,,0,0,,0
18015,319,Drone Lookout,100000,100000000,10000,1,,0,0,,0
18016,319,Drone Battery,100000,100000000,10000,1,,0,0,,0
18017,319,Drone Wall,100000,100000000,10000,1,,0,0,,0
18018,319,Drone Barricade,100000,100000000,10000,1,,0,0,,0
18019,319,Drone Fence,100000,100000000,10000,1,,0,0,,0
18020,319,Drone Barrier,100000,100000000,10000,1,,0,0,,0
18021,319,Inactive Drone Sentry,100000,100000000,10000,1,,0,0,,0
18023,383,Drone Wall Sentry Gun,1000,1000,1000,1,,0,0,,0
18024,819,The Superintendent,1612000,16120,80,1,1,0,0,,0
18025,1218,Ice Processing,0,0.01,0,1,,400000,1,1323,0
18026,383,Tower Sentry Drone III,1000,1000,1000,1,,0,0,,0
18027,383,Tower Sentry Drone II,1000,1000,1000,1,,0,0,,0
18028,383,Tower Sentry Drone I,1000,1000,1000,1,,0,0,,0
18029,879,Freed Slaves,400,6,0,1,,0,1,23,0
18031,383,Drone Cruise Missile Battery,1000,1000,1000,1,,0,0,,0
18032,383,Drone Heavy Missile Battery,1000,1000,1000,1,,0,0,,0
18033,383,Drone Light Missile Battery,1000,1000,1000,1,,0,0,,0
18034,383,Serpentis Light Missile Battery,1000,1000,1000,1,,0,0,,0
18035,383,Drone Point Defense Battery,1000,1000,1000,1,,0,0,,0
18036,482,Arkonor Mining Crystal I,1,6,0,1,,213504,1,593,0.07
18037,727,Arkonor Mining Crystal I Blueprint,0,0.01,0,1,,800000,1,753,0
18038,482,Bistot Mining Crystal I,1,6,0,1,,199168,1,593,0.07
18039,727,Bistot Mining Crystal I Blueprint,0,0.01,0,1,,750000,1,753,0
18040,482,Crokite Mining Crystal I,1,6,0,1,,184832,1,593,0.07
18041,727,Crokite Mining Crystal I Blueprint,0,0.01,0,1,,700000,1,753,0
18042,482,Dark Ochre Mining Crystal I,1,6,0,1,,156672,1,593,0.07
18043,727,Dark Ochre Mining Crystal I Blueprint,0,0.01,0,1,,600000,1,753,0
18044,482,Gneiss Mining Crystal I,1,6,0,1,,142336,1,593,0.07
18045,727,Gneiss Mining Crystal I Blueprint,0,0.01,0,1,,550000,1,753,0
18046,482,Hedbergite Mining Crystal I,1,6,0,1,,128000,1,593,0.07
18047,727,Hedbergite Mining Crystal I Blueprint,0,0.01,0,1,,500000,1,753,0
18048,482,Hemorphite Mining Crystal I,1,6,0,1,,128000,1,593,0.07
18049,727,Hemorphite Mining Crystal I Blueprint,0,0.01,0,1,,450000,1,753,0
18050,482,Jaspet Mining Crystal I,1,6,0,1,,113664,1,593,0.07
18051,727,Jaspet Mining Crystal I Blueprint,0,0.01,0,1,,400000,1,753,0
18052,482,Kernite Mining Crystal I,1,6,0,1,,99328,1,593,0.07
18053,727,Kernite Mining Crystal I Blueprint,0,0.01,0,1,,350000,1,753,0
18054,663,Mercoxit Mining Crystal I,1,6,0,1,,455168,1,593,0.07
18055,727,Mercoxit Mining Crystal I Blueprint,0,0.01,0,1,,1000000,1,753,0
18056,482,Omber Mining Crystal I,1,6,0,1,,71168,1,593,0.07
18057,727,Omber Mining Crystal I Blueprint,0,0.01,0,1,,300000,1,753,0
18058,482,Plagioclase Mining Crystal I,1,6,0,1,,56832,1,593,0.07
18059,727,Plagioclase Mining Crystal I Blueprint,0,0.01,0,1,,250000,1,753,0
18060,482,Pyroxeres Mining Crystal I,1,6,0,1,,42496,1,593,0.07
18061,727,Pyroxeres Mining Crystal I Blueprint,0,0.01,0,1,,200000,1,753,0
18062,482,Scordite Mining Crystal I,1,6,0,1,,28672,1,593,0.07
18063,727,Scordite Mining Crystal I Blueprint,0,0.01,0,1,,150000,1,753,0
18064,482,Spodumain Mining Crystal I,1,6,0,1,,170496,1,593,0.07
18065,727,Spodumain Mining Crystal I Blueprint,0,0.01,0,1,,650000,1,753,0
18066,482,Veldspar Mining Crystal I,1,6,0,1,,14336,1,593,0.07
18067,727,Veldspar Mining Crystal I Blueprint,0,0.01,0,1,,100000,1,753,0
18068,483,Modulated Deep Core Miner II,0,5,10,1,,1223042,1,1039,0.07
18069,134,Modulated Deep Core Miner II Blueprint,0,0.01,0,1,,0,1,,0
18070,805,Strain Splinter Alvi,100000,60,1200,1,,0,0,,0
18071,805,Strain Render Alvi,100000,60,1200,1,,0,0,,0
18072,805,Strain Decimator Alvi,100000,60,1200,1,,0,0,,0
18073,801,Defeater Alvatis,100000,60,1200,1,,0,0,,0
18074,801,Crippler Alvatis,100000,60,1200,1,,0,0,,0
18075,801,Striker Alvatis,100000,60,1200,1,,0,0,,0
18076,803,Violator Alvum,100000,60,1200,1,,0,0,,0
18077,803,Disintegrator Alvum,100000,60,1200,1,,0,0,,0
18078,803,Bomber Alvum,100000,60,1200,1,,0,0,,0
18079,805,Sunder Alvi,100000,60,1200,1,,0,0,,0
18080,805,Raider Alvi,100000,60,1200,1,,0,0,,0
18082,803,Destructor Alvum,100000,60,1200,1,,0,0,,0
18083,803,Annihilator Alvum,100000,60,1200,1,,0,0,,0
18084,803,Devastator Alvum,100000,60,1200,1,,0,0,,0
18085,805,Devilfish Alvi,100000,60,1200,1,,0,0,,0
18086,805,Barracuda Alvi,100000,60,1200,1,,0,0,,0
18087,805,Splinter Alvi,100000,60,1200,1,,0,0,,0
18088,805,Render Alvi,100000,60,1200,1,,0,0,,0
18113,806,Incubus Apis,2000000,20000,235,1,,0,0,,0
18114,806,Malphas Apis,2000000,20000,235,1,,0,0,,0
18564,805,Hunter Alvi,100000,60,1200,1,,0,0,,0
18565,821,Serpentis Executive Officer,17500000,1140000,480,1,8,0,0,,0
18566,474,Shipyard Code Part (One half),1,0.1,0,1,,0,1,,0
18567,319,Shipyard,100000,100000000,10000,1,2,0,0,,0
18568,319,Dark Shipyard,100000,100000000,10000,1,2,0,0,,0
18569,319,Dirty Shipyard,100000,100000000,10000,1,2,0,0,,0
18573,817,Rogue Mercenary Thorn,10900000,109000,480,1,2,0,0,,0
18574,818,Seven Grunt,1740000,17400,220,1,2,0,0,,0
18575,818,Seven Death Dealer,1910000,19100,120,1,2,0,0,,0.07
18576,818,Seven Deathguard,1910000,19100,80,1,2,0,0,,0
18577,817,Seven Thug,10900000,109000,1400,1,2,0,0,,0
18578,817,Seven Assassin,10900000,109000,120,1,2,0,0,,0.07
18579,817,Seven Bodyguard,10900000,109000,120,1,2,0,0,,0.07
18580,274,Tycoon,0,0.01,0,1,4,100000000,1,378,0
18581,409,Zazzmatazz's Bodyguard Insignia,0.1,0.1,0,1,,0,1,,0
18582,496,Storage Taxes,10000,10500,10000,1,,0,0,,0
18583,314,Ornamental Necklace,1,0.1,0,1,,0,1,,0
18584,820,Intoxicated Commander,10100000,101000,235,1,1,0,0,,0.07
18585,474,Weekend Pass for Sin Boulevard,1,0.1,0,1,,0,1,,0
18586,480,BH Structure Anchoring Array,100000000,4000,0,1,,100000,0,,0
18588,972,Observator Deep Space Probe I,1,0.125,0,1,,17670,0,,0.07
18590,482,Arkonor Mining Crystal II,1,10,0,1,,280064,1,593,0.07
18591,727,Arkonor Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18592,482,Bistot Mining Crystal II,1,10,0,1,,260608,1,593,0.07
18593,727,Bistot Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18594,482,Crokite Mining Crystal II,1,10,0,1,,243712,1,593,0.07
18595,727,Crokite Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18596,482,Dark Ochre Mining Crystal II,1,10,0,1,,207872,1,593,0.07
18597,727,Dark Ochre Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18598,482,Gneiss Mining Crystal II,1,10,0,1,,188416,1,593,0.07
18599,727,Gneiss Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18600,482,Hedbergite Mining Crystal II,1,10,0,1,,171520,1,593,0.07
