MARKETGROUPID,PARENTGROUPID,MARKETGROUPNAME,ICONID,HASTYPES
365249,355590,Shield Regulators,,1
365250,354433,Shield Rechargers,,1
365251,354433,Shield Energizers,,1
365272,364044,Pilot,,0
365274,365272,Standard,,1
365276,365272,Advanced,,1
365277,365272,Prototype,,1
365278,364046,Commando,,0
365279,365278,Standard,,1
365280,365278,Advanced,,1
365282,365278,Prototype,,1
365374,367566,Item Bundles,,0
365496,353633,Dropsuit Upgrades,,0
365497,353633,Vehicle Upgrades,,0
365765,364047,Combat Rifles,,0
365766,365765,Standard,,1
365767,365765,Advanced,,1
365768,365765,Prototype,,1
365769,364047,Rail Rifles,,0
365770,365769,Standard,,1
365771,365769,Advanced,,1
365772,365769,Prototype,,1
365898,353592,Ammo Expansion Units,,0
365899,365898,Blaster Ammo Expansion Units,,1
365900,365898,Missile Launcher Ammo Expansion Units,,1
365901,365898,Railgun Ammo Expansion Units,,1
365946,367566,Fitted Vehicles,,0
365949,365946,Dropship,,1
365950,365946,Light Attack Vehicle (LAV),,1
365951,365946,Heavy Attack Vehicle (HAV),,1
365995,350001,Loyalty Store,,0
365996,365995,Federal Marines,,0
365997,365995,Imperial Guard,,0
365998,365995,Republic Command,,0
365999,365995,State Peacekeepers,,0
366021,354534,Faction Booster Amarr,,1
366111,353557,Contact Grenades,,0
366112,366111,Standard,,1
366113,366111,Advanced,,1
366114,366111,Prototype,,1
366173,365996,Dropsuits,,0
366174,365997,Dropsuits,,0
366175,365998,Dropsuits,,0
366177,365999,Dropsuits,,0
366178,365996,Weapons,,0
366179,365997,Weapons,,0
366180,365998,Weapons,,0
366181,365999,Weapons,,0
366182,365996,Vehicles,,0
366185,365999,Vehicles,,0
366186,365996,Turrets,,0
366189,365999,Turrets,,0
366190,365996,Dropsuit Modules,,0
366191,365997,Dropsuit Modules,,0
366193,365998,Dropsuit Modules,,0
366194,365999,Dropsuit Modules,,0
366197,366174,Standard,,1
366198,366174,Advanced,,1
366199,366174,Prototype,,1
366200,366173,Standard,,1
366201,366173,Advanced,,1
366202,366173,Prototype,,1
366203,366175,Standard,,1
366204,366175,Advanced,,1
366205,366175,Prototype,,1
366206,366177,Standard,,1
366207,366177,Advanced,,1
366208,366177,Prototype,,1
366209,366182,Standard,,1
366210,366186,Standard,,1
366211,366186,Advanced,,1
366212,366186,Prototype,,1
366213,366189,Standard,,1
366214,366189,Advanced,,1
366215,366189,Prototype,,1
366216,366185,Standard,,1
366219,366181,Standard,,1
366220,366181,Advanced,,1
366221,366181,Prototype,,1
366222,366178,Standard,,1
366223,366178,Advanced,,1
366224,366178,Prototype,,1
366253,366190,Standard,,1
366254,366190,Advanced,,1
366255,366190,Prototype,,1
366257,366179,Standard,,1
366258,366179,Advanced,,1
366259,366179,Prototype,,1
366260,365996,Equipment,,0
366261,366260,Standard,,1
366262,366260,Advanced,,1
366263,366260,Prototype,,1
366264,365997,Equipment,,0
366265,366264,Standard,,1
366266,366264,Advanced,,1
366267,366264,Prototype,,1
366268,366191,Standard,,1
366269,366191,Advanced,,1
366271,366191,Prototype,,1
366272,366180,Standard,,1
366273,366180,Advanced,,1
366274,366180,Prototype,,1
366275,365998,Equipment,,0
366276,366275,Standard,,1
366277,366275,Advanced,,1
366278,366275,Prototype,,1
366279,366193,Standard,,1
366280,366193,Advanced,,1
366281,366193,Prototype,,1
366282,365999,Equipment,,0
366283,366282,Standard,,1
366284,366282,Advanced,,1
366285,366282,Prototype,,1
366286,366194,Standard,,1
366287,366194,Advanced,,1
366288,366194,Prototype,,1
366350,354534,Faction Booster Caldari,,1
366351,354534,Faction Booster Gallente,,1
366352,354534,Faction Booster Minmatar,,1
366570,364048,Bolt Pistols,,0
366571,366570,Standard,,1
366572,366570,Advanced,,1
366573,366570,Prototype,,1
366574,364048,Magsec SMGs,,0
366575,366574,Standard,,1
366576,366574,Advanced,,1
366577,366574,Prototype,,1
366741,364048,Ion Pistols,,0
366742,366741,Standard,,1
366743,366741,Advanced,,1
366744,366741,Prototype,,1
366752,353563,Cloak Fields,,0
366753,366752,Standard,,1
366754,366752,Advanced,,1
366755,366752,Prototype,,1
367486,367570,Services ,,1
367565,367593,Visual Customization,,1
367566,350001,Bundles,,0
367569,365374,Item Bundles,,1
367570,350001,Services,,0
367571,367570,Agents,,1
367593,350001,Visual Customization,,0
367771,350001,Salvage,,0
367772,367771,Containers,,1
367773,367771,Decryptors,,1
368017,350001,Loadouts,,0
368018,368107,Scout,,1
368019,368106,Assault,,1
368020,368108,Heavy,,1
368021,368109,Logistics,,1
368091,368105,Basic,,1
368105,368017,Basic,,0
368106,368017,Assault,,0
368107,368017,Scout,,0
368108,368017,Heavy,,0
368109,368017,Logistics,,0
